vecindario;genero;producto;grupo_producto;tipo_producto;unidad_medida;cantidad;monto_linea_articulo;etiqueta
2;1;74;1;7;10;1;2.2;0
2;2;5;1;23;7;2;5.1;4
1;1;66;1;11;6;2;7.5;0
2;1;58;1;17;7;2;5.0;3
2;1;19;1;23;8;1;3.0;1
2;1;42;1;6;10;1;2.2;2
1;2;17;1;13;9;1;4.25;1
3;3;17;1;13;9;1;4.25;1
3;1;74;1;7;10;2;4.4;0
2;1;54;1;27;8;2;6.0;3
3;1;58;1;17;7;3;7.5;3
3;3;19;1;23;8;2;6.0;1
2;2;10;2;14;12;1;3.25;4
2;2;7;1;23;8;2;8.0;4
1;3;33;2;21;12;1;1.0;2
3;1;66;1;11;6;1;3.75;0
1;1;30;4;26;2;1;8.95;2
2;1;11;2;2;12;1;3.25;4
1;3;4;1;23;8;1;3.1;4
1;1;79;1;29;8;1;3.0;0
3;3;23;1;11;7;1;4.5;1
2;1;57;1;17;8;2;6.0;3
2;1;74;1;7;10;1;2.2;0
2;1;19;1;23;8;2;6.0;1
3;3;27;1;6;7;2;5.0;1
2;3;41;1;6;7;2;6.0;2
3;1;58;1;17;7;2;5.0;3
2;1;40;1;6;8;1;3.5;2
3;2;71;1;29;7;2;5.0;0
1;1;17;1;13;5;1;3.75;1
3;2;13;2;2;12;1;4.5;4
2;1;66;1;11;6;2;7.5;0
2;3;40;1;6;8;2;7.0;2
1;2;68;1;8;7;2;6.2;0
1;1;45;4;5;1;1;45.0;3
2;2;66;1;11;6;1;3.75;0
2;2;40;1;6;8;1;3.5;2
2;1;29;2;14;12;1;3.5;1
2;2;28;1;6;10;2;4.0;1
1;1;10;2;14;12;1;3.25;4
1;1;7;1;23;8;2;8.0;4
1;2;53;1;7;8;1;3.5;3
3;3;27;1;6;7;1;2.5;1
2;1;25;1;11;6;1;3.5;1
2;2;57;1;17;8;1;3.0;3
3;3;29;2;14;12;1;3.5;1
2;2;4;1;23;8;2;6.2;4
3;1;42;1;6;10;1;2.2;2
2;3;23;1;11;7;2;9.0;1
1;1;33;2;21;12;1;3.75;2
1;2;63;1;3;10;1;2.0;0
3;1;54;1;27;8;3;9.0;3
2;2;25;1;11;6;1;3.5;1
1;3;10;2;14;12;1;3.25;4
2;2;74;1;7;10;2;4.4;0
2;1;7;1;23;8;2;8.0;4
2;3;77;1;13;5;2;6.0;0
1;1;51;1;13;5;2;7.5;3
3;3;71;1;29;7;1;2.5;0
2;1;62;1;3;7;1;2.5;0
1;1;51;1;13;5;1;3.75;3
1;3;14;2;2;12;1;3.25;4
1;1;65;1;7;7;2;6.0;0
2;2;74;1;7;10;1;2.2;0
1;2;29;2;14;12;1;3.5;1
3;1;8;1;23;7;2;5.0;4
3;2;29;2;14;12;1;3.5;1
2;1;48;1;17;7;2;5.0;3
1;1;17;1;13;9;1;4.25;1
3;2;4;1;23;8;1;3.1;4
1;1;5;1;23;7;2;5.1;4
3;3;19;1;23;8;3;9.0;1
1;2;33;2;21;12;1;3.75;2
2;1;52;1;13;9;2;8.5;3
3;2;36;1;27;7;2;5.0;2
1;2;65;1;7;7;2;6.0;0
2;2;13;2;2;12;1;4.5;4
3;2;21;1;23;7;3;7.5;1
2;1;65;1;7;7;1;3.0;0
1;1;23;1;11;7;2;9.0;1
3;2;38;1;27;7;1;2.5;2
3;1;79;1;29;8;2;6.0;0
2;2;51;1;13;5;2;7.5;3
2;2;38;1;27;7;1;2.5;2
2;2;35;1;27;8;1;3.0;2
3;2;9;4;4;3;1;15.0;4
2;1;57;1;17;8;2;6.0;3
3;3;50;3;18;11;2;1.6;3
1;2;6;4;24;2;1;9.5;4
1;3;61;1;3;8;1;3.0;0
1;1;77;1;13;5;2;6.0;0
1;1;33;2;21;12;1;1.0;2
3;1;72;3;18;11;2;1.6;0
3;1;19;1;23;8;3;9.0;1
2;2;8;1;23;7;1;2.5;4
1;2;29;2;14;12;1;3.5;1
2;1;19;1;23;8;2;6.0;1
1;1;68;1;8;7;1;3.1;0
1;2;27;1;6;7;1;2.5;1
3;1;79;1;29;8;2;6.0;0
2;3;52;1;13;9;2;8.5;3
2;3;54;1;27;8;2;6.0;3
3;1;14;2;2;12;1;3.25;4
3;1;63;1;3;10;1;2.0;0
1;1;28;1;6;10;1;2.0;1
3;3;8;1;23;7;2;5.0;4
2;1;4;1;23;8;2;6.2;4
2;2;19;1;23;8;1;3.0;1
1;3;48;1;17;7;2;5.0;3
2;2;50;3;18;11;2;1.6;3
2;2;38;1;27;7;2;5.0;2
2;2;28;1;6;10;2;4.0;1
1;1;62;1;3;7;1;2.5;0
1;1;17;1;13;9;2;8.5;1
2;3;48;1;17;7;2;5.0;3
3;3;42;1;6;10;1;2.2;2
2;1;47;1;17;8;1;3.0;3
1;3;58;1;17;7;2;5.0;3
1;1;62;1;3;7;2;5.0;0
3;1;55;1;11;7;1;4.75;3
3;1;27;1;6;7;1;2.5;1
3;1;41;1;6;7;2;6.0;2
3;3;35;1;27;8;1;3.0;2
1;1;21;1;23;7;1;2.5;1
3;1;4;1;23;8;1;3.1;4
2;2;42;1;6;10;1;2.2;2
1;2;14;2;2;12;1;3.25;4
1;2;21;1;23;7;2;5.0;1
1;2;35;1;27;8;2;6.0;2
1;1;33;2;21;12;1;3.75;2
3;1;62;1;3;7;1;2.5;0
3;3;12;2;2;12;1;3.0;4
1;1;77;1;13;5;2;6.0;0
3;1;66;1;11;6;2;7.5;0
2;2;35;1;27;8;2;6.0;2
1;3;29;2;14;12;1;3.5;1
1;2;15;2;2;12;1;3.75;4
3;2;15;2;2;12;1;3.75;4
3;1;73;3;19;11;1;0.8;0
1;2;15;2;2;12;1;3.75;4
1;1;19;1;23;8;1;3.0;1
2;1;27;1;6;7;2;5.0;1
2;1;74;1;7;10;1;2.2;0
3;2;32;2;21;12;1;3.75;2
2;2;8;1;23;7;2;5.0;4
2;1;58;1;17;7;1;2.5;3
3;2;10;2;14;12;1;3.25;4
2;2;71;1;29;7;1;2.5;0
2;1;71;1;29;7;1;2.5;0
2;1;40;1;6;8;1;3.5;2
3;1;7;1;23;8;1;4.0;4
3;3;55;1;11;7;1;4.75;3
3;3;19;1;23;8;1;3.0;1
2;1;14;2;2;12;1;3.25;4
2;1;79;1;29;8;2;6.0;0
2;2;19;1;23;8;1;3.0;1
2;1;35;1;27;8;2;6.0;2
2;1;55;1;11;7;1;4.75;3
3;1;53;1;7;8;2;7.0;3
2;1;21;1;23;7;1;2.5;1
2;1;4;1;23;8;1;3.1;4
3;2;62;1;3;7;2;5.0;0
1;2;52;1;13;9;1;4.25;3
2;2;23;1;11;7;2;9.0;1
2;2;65;1;7;7;1;3.0;0
2;1;35;1;27;8;1;3.0;2
2;1;38;1;27;7;2;5.0;2
2;1;28;1;6;10;1;2.0;1
1;2;44;2;14;12;1;3.5;2
2;3;7;1;23;8;1;4.0;4
2;2;66;1;11;6;1;3.75;0
3;1;15;2;2;12;1;3.75;4
2;3;54;1;27;8;1;3.0;3
2;1;12;2;2;12;1;3.0;4
2;2;77;1;13;5;2;6.0;0
2;2;67;1;8;8;1;3.75;0
1;1;4;1;23;8;1;3.1;4
3;3;66;1;11;6;1;3.75;0
3;3;38;1;27;7;1;2.5;2
2;2;53;1;7;8;1;3.5;3
2;1;44;2;14;12;1;3.5;2
3;2;40;1;6;8;2;7.0;2
1;1;66;1;11;6;1;3.75;0
1;2;7;1;23;8;2;8.0;4
2;2;23;1;11;7;1;4.5;1
2;2;47;1;17;8;2;6.0;3
1;2;7;1;23;8;1;4.0;4
3;1;66;1;11;6;2;7.5;0
2;2;52;1;13;9;1;4.25;3
1;2;19;1;23;8;2;6.0;1
2;1;27;1;6;7;1;2.5;1
2;2;69;1;8;10;2;4.9;0
3;1;62;1;3;7;1;2.5;0
2;1;8;1;23;7;1;2.5;4
3;3;14;2;2;12;1;0.0;4
3;1;47;1;17;8;1;3.0;3
2;2;61;1;3;8;2;6.0;0
2;1;48;1;17;7;2;5.0;3
3;3;8;1;23;7;2;5.0;4
1;2;71;1;29;7;2;5.0;0
2;1;15;2;2;12;1;3.75;4
1;3;25;1;11;6;1;3.5;1
3;2;36;1;27;7;1;2.5;2
2;3;40;1;6;8;1;3.5;2
3;3;57;1;17;8;1;3.0;3
2;1;8;1;23;7;1;2.5;4
1;1;17;1;13;5;1;3.75;1
1;2;32;2;21;12;1;3.75;2
2;2;50;3;18;11;2;1.6;3
3;1;52;1;13;9;2;8.5;3
3;2;21;1;23;7;1;2.5;1
2;1;53;1;7;8;2;7.0;3
1;2;62;1;3;7;2;5.0;0
1;3;10;2;14;12;1;3.25;4
3;3;49;3;18;11;2;1.6;3
3;2;40;1;6;8;2;7.0;2
3;1;40;1;6;8;2;7.0;2
2;1;7;1;23;8;2;8.0;4
3;3;63;1;3;10;1;2.0;0
1;3;1;5;22;12;1;28.0;4
1;1;23;1;11;7;2;9.0;1
3;2;65;1;7;7;2;6.0;0
1;1;54;1;27;8;2;6.0;3
2;2;35;1;27;8;1;3.0;2
2;2;64;4;10;3;1;7.6;0
2;1;40;1;6;8;1;3.5;2
2;2;13;2;2;12;1;4.5;4
1;2;46;4;9;3;1;10.0;3
2;1;25;1;11;6;1;3.5;1
1;1;7;1;23;8;1;4.0;4
1;1;4;1;23;8;1;3.1;4
1;1;51;1;13;5;2;7.5;3
3;1;77;1;13;5;3;9.0;0
1;3;62;1;3;7;2;5.0;0
2;3;12;2;2;12;1;3.0;4
3;1;23;1;11;7;2;9.0;1
2;1;61;1;3;8;1;3.0;0
3;1;65;1;7;7;1;3.0;0
2;1;5;1;23;7;1;2.55;4
2;3;7;1;23;8;2;8.0;4
1;1;65;1;7;7;2;6.0;0
3;1;44;2;14;12;1;3.5;2
2;3;40;1;6;8;2;7.0;2
3;3;14;2;2;12;1;2.65;4
3;3;35;1;27;8;2;6.0;2
2;3;25;1;11;6;1;3.5;1
3;2;73;3;19;11;2;1.6;0
2;2;48;1;17;7;2;5.0;3
1;1;63;1;3;10;1;2.0;0
1;2;54;1;27;8;1;3.0;3
1;2;35;1;27;8;1;3.0;2
2;3;49;3;18;11;1;0.8;3
1;2;48;1;17;7;1;2.5;3
1;1;52;1;13;9;1;4.25;3
1;2;17;1;13;5;2;7.5;1
1;3;57;1;17;8;1;3.0;3
1;1;48;1;17;7;2;5.0;3
3;3;1;5;22;12;1;28.0;4
3;3;8;1;23;7;1;2.5;4
1;2;27;1;6;7;1;2.5;1
3;3;17;1;13;5;1;3.75;1
3;1;63;1;3;10;1;2.0;0
2;1;66;1;11;6;1;3.75;0
2;3;33;2;21;12;1;3.75;2
2;3;5;1;23;7;2;5.1;4
2;1;23;1;11;7;1;4.5;1
1;2;10;2;14;12;1;3.25;4
3;1;35;1;27;8;1;3.0;2
3;3;63;1;3;10;2;4.0;0
2;2;27;1;6;7;1;2.5;1
3;1;51;1;13;5;1;3.75;3
3;1;47;1;17;8;1;3.0;3
3;3;15;2;2;12;1;3.75;4
3;3;53;1;7;8;1;3.5;3
1;2;62;1;3;7;1;2.5;0
2;3;38;1;27;7;1;2.5;2
1;2;47;1;17;8;2;6.0;3
1;2;14;2;2;12;1;3.25;4
2;1;57;1;17;8;2;6.0;3
1;2;14;2;2;12;1;3.25;4
2;3;72;3;18;11;2;1.6;0
3;1;69;1;8;10;1;2.45;0
2;2;35;1;27;8;2;6.0;2
2;1;79;1;29;8;1;3.0;0
1;1;7;1;23;8;2;8.0;4
1;3;4;1;23;8;2;6.2;4
2;2;17;1;13;9;2;8.5;1
1;2;74;1;7;10;2;4.4;0
2;3;25;1;11;6;2;7.0;1
1;1;26;1;6;8;1;3.0;1
3;1;17;1;13;9;1;4.25;1
2;2;52;1;13;9;2;8.5;3
2;3;25;1;11;6;2;7.0;1
3;2;65;1;7;7;1;3.0;0
2;2;10;2;14;12;1;3.25;4
2;1;41;1;6;7;1;3.0;2
2;1;25;1;11;6;2;7.0;1
1;1;5;1;23;7;1;2.55;4
2;2;44;2;14;12;1;3.5;2
3;3;26;1;6;8;2;6.0;1
2;2;8;1;23;7;2;5.0;4
3;3;19;1;23;8;1;3.0;1
1;2;10;2;14;12;1;3.25;4
2;2;4;1;23;8;2;6.2;4
3;1;17;1;13;9;2;8.5;1
2;3;19;1;23;8;1;3.0;1
1;1;4;1;23;8;1;3.1;4
3;3;7;1;23;8;2;8.0;4
3;3;52;1;13;9;2;8.5;3
2;2;38;1;27;7;1;2.5;2
2;1;53;1;7;8;2;7.0;3
2;1;4;1;23;8;1;3.1;4
2;2;67;1;8;8;1;3.75;0
3;3;23;1;11;7;1;4.5;1
1;2;33;2;21;12;1;3.75;2
2;1;36;1;27;7;1;2.5;2
1;2;12;2;2;12;1;3.0;4
2;1;14;2;2;12;1;3.25;4
3;1;79;1;29;8;1;3.0;0
2;2;57;1;17;8;2;6.0;3
2;3;19;1;23;8;2;6.0;1
1;1;21;1;23;7;1;2.5;1
1;1;73;3;19;11;1;0.8;0
2;2;38;1;27;7;2;5.0;2
1;2;69;1;8;10;1;2.45;0
3;2;37;1;13;5;2;6.0;2
1;1;4;1;23;8;2;6.2;4
2;3;8;1;23;7;2;5.0;4
1;2;25;1;11;6;2;7.0;1
1;1;12;2;2;12;1;3.0;4
1;1;40;1;6;8;1;3.5;2
3;2;40;1;6;8;1;3.5;2
1;1;61;1;3;8;2;6.0;0
2;2;35;1;27;8;1;3.0;2
3;1;12;2;2;12;1;3.0;4
3;1;7;1;23;8;1;4.0;4
2;1;54;1;27;8;1;3.0;3
2;1;27;1;6;7;2;5.0;1
3;3;17;1;13;9;1;4.25;1
3;1;67;1;8;8;1;3.75;0
3;2;26;1;6;8;2;6.0;1
1;3;26;1;6;8;1;3.0;1
2;3;31;2;21;12;1;3.5;2
3;2;2;5;1;12;1;14.0;4
1;3;51;1;13;5;2;7.5;3
1;2;8;1;23;7;2;5.0;4
3;3;37;1;13;5;2;6.0;2
1;1;68;1;8;7;2;6.2;0
3;2;54;1;27;8;2;6.0;3
2;2;32;2;21;12;1;3.75;2
3;1;66;1;11;6;1;3.75;0
1;2;27;1;6;7;1;2.5;1
2;2;28;1;6;10;1;2.0;1
2;2;37;1;13;5;1;3.0;2
3;2;33;2;21;12;1;3.75;2
2;1;42;1;6;10;1;2.2;2
2;3;55;1;11;7;1;4.75;3
3;1;48;1;17;7;1;2.5;3
2;1;5;1;23;7;2;5.1;4
3;3;75;4;28;4;1;9.25;0
2;2;50;3;18;11;1;0.8;3
3;1;31;2;21;12;1;3.5;2
2;1;27;1;6;7;1;2.5;1
3;2;8;1;23;7;1;2.5;4
3;2;42;1;6;10;2;4.4;2
2;2;41;1;6;7;1;3.0;2
2;1;52;1;13;9;2;8.5;3
2;3;27;1;6;7;1;2.5;1
3;3;52;1;13;9;1;4.25;3
2;2;55;1;11;7;2;9.5;3
3;2;72;3;18;11;1;0.8;0
2;1;51;1;13;5;2;7.5;3
3;3;17;1;13;9;3;12.75;1
3;2;38;1;27;7;2;5.0;2
3;1;42;1;6;10;2;4.4;2
2;1;63;1;3;10;2;4.0;0
2;1;53;1;7;8;1;3.5;3
3;1;17;1;13;9;1;4.25;1
2;3;17;1;13;5;1;3.75;1
3;1;38;1;27;7;1;2.5;2
3;3;23;1;11;7;2;9.0;1
2;2;71;1;29;7;1;2.5;0
2;2;4;1;23;8;1;3.1;4
1;2;73;3;19;11;1;0.8;0
2;2;35;1;27;8;2;6.0;2
2;3;25;1;11;6;1;3.5;1
2;2;71;1;29;7;1;2.5;0
3;2;31;2;21;12;1;3.5;2
1;1;19;1;23;8;1;3.0;1
1;2;62;1;3;7;1;2.5;0
3;1;26;1;6;8;2;6.0;1
1;2;66;1;11;6;1;3.75;0
1;3;5;1;23;7;1;2.55;4
3;3;10;2;14;12;1;3.25;4
1;1;41;1;6;7;2;6.0;2
2;2;51;1;13;5;2;7.5;3
1;1;21;1;23;7;1;2.5;1
3;1;54;1;27;8;2;6.0;3
2;2;27;1;6;7;1;2.5;1
3;2;47;1;17;8;2;6.0;3
3;1;67;1;8;8;2;7.5;0
1;3;19;1;23;8;1;3.0;1
1;2;35;1;27;8;2;6.0;2
3;1;25;1;11;6;1;3.5;1
1;2;28;1;6;10;2;4.0;1
1;1;58;1;17;7;1;2.5;3
3;1;48;1;17;7;2;5.0;3
3;2;26;1;6;8;2;6.0;1
3;2;17;1;13;5;1;3.75;1
2;1;52;1;13;9;2;8.5;3
3;1;27;1;6;7;1;2.5;1
3;2;67;1;8;8;2;7.5;0
1;1;4;1;23;8;2;6.2;4
3;3;58;1;17;7;2;5.0;3
2;1;58;1;17;7;2;5.0;3
3;2;52;1;13;9;3;12.75;3
2;3;28;1;6;10;1;2.0;1
2;1;69;1;8;10;2;4.9;0
2;2;42;1;6;10;2;4.4;2
2;1;69;1;8;10;1;2.45;0
2;2;21;1;23;7;2;5.0;1
3;3;29;2;14;12;1;3.5;1
2;3;44;2;14;12;1;3.5;2
1;2;7;1;23;8;2;8.0;4
3;2;23;1;11;7;1;4.5;1
2;3;77;1;13;5;2;6.0;0
1;3;65;1;7;7;1;3.0;0
3;1;54;1;27;8;1;3.0;3
3;2;33;2;21;12;1;3.75;2
3;1;33;2;21;12;1;1.0;2
3;1;17;1;13;9;3;12.75;1
3;3;19;1;23;8;2;6.0;1
1;2;65;1;7;7;1;3.0;0
1;2;54;1;27;8;1;3.0;3
2;1;26;1;6;8;2;6.0;1
2;2;8;1;23;7;1;2.5;4
3;1;57;1;17;8;1;3.0;3
3;1;68;1;8;7;2;6.2;0
3;2;35;1;27;8;1;3.0;2
2;3;44;2;14;12;1;3.5;2
2;2;73;3;19;11;1;0.8;0
2;2;11;2;2;12;1;3.25;4
3;1;53;1;7;8;2;7.0;3
2;3;62;1;3;7;1;2.5;0
2;1;38;1;27;7;1;2.5;2
1;2;79;1;29;8;1;3.0;0
3;1;7;1;23;8;1;4.0;4
3;3;36;1;27;7;2;5.0;2
3;1;14;2;2;12;2;5.3;4
1;2;12;2;2;12;1;3.0;4
1;1;41;1;6;7;1;3.0;2
1;2;58;1;17;7;1;2.5;3
2;1;41;1;6;7;2;6.0;2
2;2;13;2;2;12;1;4.5;4
1;2;27;1;6;7;1;2.5;1
3;3;54;1;27;8;2;6.0;3
2;2;13;2;2;12;1;4.5;4
2;2;23;1;11;7;1;4.5;1
1;2;77;1;13;5;2;6.0;0
2;2;52;1;13;9;2;8.5;3
3;1;4;1;23;8;2;6.2;4
2;2;23;1;11;7;2;9.0;1
1;2;55;1;11;7;1;4.75;3
2;3;62;1;3;7;1;2.5;0
2;3;44;2;14;12;1;3.5;2
1;1;25;1;11;6;1;3.5;1
3;3;41;1;6;7;2;6.0;2
2;1;5;1;23;7;1;2.55;4
2;2;14;2;2;12;2;6.5;4
2;2;79;1;29;8;1;3.0;0
1;1;23;1;11;7;1;4.5;1
2;1;68;1;8;7;1;3.1;0
1;1;67;1;8;8;1;3.75;0
3;2;58;1;17;7;2;5.0;3
2;2;51;1;13;5;1;3.75;3
2;1;79;1;29;8;1;3.0;0
3;2;14;2;2;12;1;3.25;4
3;1;38;1;27;7;3;7.5;2
2;3;29;2;14;12;1;3.5;1
3;1;69;1;8;10;2;4.9;0
2;3;57;1;17;8;1;3.0;3
3;2;5;1;23;7;1;2.55;4
2;1;37;1;13;5;2;6.0;2
2;1;33;2;21;12;1;3.75;2
2;2;37;1;13;5;1;2.1;2
1;2;61;1;3;8;2;6.0;0
3;1;19;1;23;8;1;3.0;1
1;1;26;1;6;8;1;3.0;1
1;1;4;1;23;8;1;3.1;4
1;3;35;1;27;8;2;6.0;2
3;3;14;2;2;12;1;3.25;4
2;1;25;1;11;6;1;3.5;1
2;2;17;1;13;9;1;4.25;1
2;3;41;1;6;7;2;6.0;2
3;1;17;1;13;5;1;3.75;1
1;1;23;1;11;7;1;4.5;1
2;2;19;1;23;8;2;6.0;1
2;1;79;1;29;8;2;6.0;0
2;2;40;1;6;8;2;7.0;2
1;2;52;1;13;9;1;4.25;3
3;1;57;1;17;8;1;3.0;3
1;1;4;1;23;8;2;6.2;4
2;3;36;1;27;7;2;5.0;2
2;2;67;1;8;8;1;3.75;0
1;2;52;1;13;9;2;8.5;3
2;1;74;1;7;10;2;4.4;0
3;3;54;1;27;8;1;3.0;3
2;1;40;1;6;8;1;3.5;2
1;1;23;1;11;7;1;4.5;1
3;3;47;1;17;8;1;3.0;3
1;1;35;1;27;8;1;3.0;2
1;3;68;1;8;7;1;3.1;0
2;3;51;1;13;5;1;3.75;3
2;2;48;1;17;7;1;2.5;3
3;3;67;1;8;8;2;7.5;0
2;1;5;1;23;7;1;2.55;4
1;1;8;1;23;7;1;2.5;4
2;1;79;1;29;8;2;6.0;0
1;3;17;1;13;5;2;7.5;1
3;1;55;1;11;7;3;14.25;3
3;1;14;2;2;12;1;3.25;4
2;3;14;2;2;12;1;3.25;4
3;1;5;1;23;7;1;2.55;4
1;2;38;1;27;7;2;5.0;2
1;2;5;1;23;7;2;5.1;4
3;2;7;1;23;8;2;8.0;4
1;2;10;2;14;12;1;3.25;4
3;3;63;1;3;10;2;4.0;0
2;2;65;1;7;7;1;3.0;0
1;2;4;1;23;8;2;6.2;4
1;1;65;1;7;7;2;6.0;0
1;1;58;1;17;7;1;2.5;3
1;2;36;1;27;7;1;2.5;2
2;1;55;1;11;7;1;4.75;3
3;3;14;2;2;12;1;3.25;4
3;3;14;2;2;12;1;2.65;4
3;2;55;1;11;7;1;4.75;3
1;3;53;1;7;8;1;3.5;3
3;2;5;1;23;7;1;2.55;4
2;3;65;1;7;7;2;6.0;0
3;1;15;2;2;12;1;3.75;4
2;1;44;2;14;12;1;3.5;2
1;2;54;1;27;8;1;3.0;3
3;1;57;1;17;8;1;3.0;3
2;2;61;1;3;8;1;3.0;0
2;3;65;1;7;7;1;3.0;0
2;1;33;2;21;12;1;3.75;2
1;1;40;1;6;8;1;3.5;2
2;2;4;1;23;8;1;3.1;4
2;1;53;1;7;8;2;7.0;3
3;1;14;2;2;12;1;3.25;4
2;1;55;1;11;7;2;9.5;3
1;1;79;1;29;8;1;3.0;0
2;1;65;1;7;7;2;6.0;0
1;2;14;2;2;12;1;3.25;4
1;1;21;1;23;7;2;5.0;1
3;3;77;1;13;5;3;9.0;0
3;3;31;2;21;12;1;3.5;2
2;1;41;1;6;7;2;6.0;2
1;1;23;1;11;7;2;9.0;1
1;1;28;1;6;10;1;2.0;1
2;3;17;1;13;5;2;7.5;1
2;2;72;3;18;11;1;0.8;0
2;1;31;2;21;12;1;3.5;2
1;1;17;1;13;9;2;8.5;1
2;1;4;1;23;8;2;6.2;4
3;3;25;1;11;6;2;7.0;1
1;2;25;1;11;6;2;7.0;1
1;1;68;1;8;7;2;6.2;0
3;1;25;1;11;6;2;7.0;1
1;1;58;1;17;7;2;5.0;3
3;1;37;1;13;5;1;3.0;2
1;1;49;3;18;11;1;0.8;3
1;1;47;1;17;8;1;3.0;3
3;3;11;2;2;12;1;3.25;4
3;2;51;1;13;5;2;7.5;3
3;3;41;1;6;7;1;3.0;2
3;1;33;2;21;12;1;3.75;2
2;2;19;1;23;8;2;6.0;1
3;2;51;1;13;5;2;7.5;3
2;1;17;1;13;5;2;7.5;1
2;2;48;1;17;7;2;5.0;3
1;1;74;1;7;10;2;4.4;0
1;3;67;1;8;8;2;7.5;0
1;1;41;1;6;7;1;3.0;2
1;2;42;1;6;10;2;4.4;2
1;1;48;1;17;7;2;5.0;3
3;1;27;1;6;7;2;5.0;1
1;3;19;1;23;8;1;3.0;1
2;3;73;3;19;11;2;1.6;0
2;2;4;1;23;8;2;6.2;4
3;3;63;1;3;10;3;6.0;0
1;1;6;4;24;2;1;9.5;4
2;2;5;1;23;7;1;2.55;4
3;1;25;1;11;6;1;3.5;1
1;2;14;2;2;12;1;3.25;4
2;1;52;1;13;9;2;8.5;3
1;1;54;1;27;8;2;6.0;3
2;3;55;1;11;7;1;4.75;3
1;1;68;1;8;7;1;3.1;0
3;3;52;1;13;9;2;8.5;3
1;2;21;1;23;7;1;2.5;1
1;2;55;1;11;7;1;4.75;3
3;3;7;1;23;8;2;8.0;4
1;1;40;1;6;8;1;3.5;2
1;2;58;1;17;7;2;5.0;3
3;2;11;2;2;12;1;3.25;4
2;2;71;1;29;7;1;2.5;0
1;1;8;1;23;7;2;5.0;4
3;3;52;1;13;9;1;4.25;3
2;1;7;1;23;8;1;4.0;4
2;1;38;1;27;7;2;5.0;2
1;2;71;1;29;7;1;2.5;0
3;2;31;2;21;12;1;3.5;2
1;2;8;1;23;7;2;5.0;4
2;1;13;2;2;12;1;4.5;4
1;1;32;2;21;12;1;3.75;2
3;3;58;1;17;7;2;5.0;3
2;2;7;1;23;8;1;4.0;4
1;2;25;1;11;6;2;7.0;1
2;2;55;1;11;7;2;9.5;3
1;1;8;1;23;7;1;2.5;4
2;1;52;1;13;9;1;4.25;3
1;3;23;1;11;7;1;4.5;1
3;2;63;1;3;10;2;4.0;0
1;1;13;2;2;12;1;4.5;4
2;1;74;1;7;10;2;4.4;0
1;1;7;1;23;8;1;4.0;4
3;1;50;3;18;11;2;1.6;3
1;1;50;3;18;11;2;1.6;3
3;1;14;2;2;12;1;3.25;4
1;3;33;2;21;12;1;3.75;2
2;3;23;1;11;7;2;9.0;1
2;1;69;1;8;10;2;4.9;0
1;3;51;1;13;5;2;7.5;3
2;2;28;1;6;10;2;4.0;1
2;1;52;1;13;9;1;4.25;3
2;1;4;1;23;8;2;6.2;4
1;2;13;2;2;12;1;4.5;4
2;2;57;1;17;8;1;3.0;3
2;1;57;1;17;8;2;6.0;3
1;2;10;2;14;12;1;3.25;4
1;3;47;1;17;8;1;3.0;3
2;2;27;1;6;7;2;5.0;1
3;2;61;1;3;8;2;6.0;0
1;1;52;1;13;9;2;8.5;3
1;3;69;1;8;10;1;2.45;0
1;1;38;1;27;7;1;2.5;2
2;1;17;1;13;5;2;7.5;1
3;1;17;1;13;9;1;4.25;1
1;3;42;1;6;10;1;2.2;2
3;3;22;4;12;3;1;13.33;1
1;2;51;1;13;5;1;3.75;3
1;1;8;1;23;7;1;2.5;4
3;3;59;4;16;3;1;22.5;3
2;1;25;1;11;6;1;3.5;1
3;1;48;1;17;7;2;5.0;3
1;1;55;1;11;7;1;4.75;3
1;2;56;4;25;2;1;8.95;3
2;1;15;2;2;12;1;3.75;4
3;2;37;1;13;5;2;6.0;2
1;1;48;1;17;7;1;2.5;3
1;2;10;2;14;12;2;6.5;4
1;2;45;4;5;1;1;45.0;3
3;2;52;1;13;9;1;4.25;3
2;1;32;2;21;12;1;3.75;2
1;2;49;3;18;11;1;0.8;3
2;3;31;2;21;12;1;3.5;2
2;2;41;1;6;7;1;3.0;2
1;1;48;1;17;7;1;2.5;3
2;2;53;1;7;8;2;7.0;3
2;3;17;1;13;5;1;3.75;1
1;1;17;1;13;9;1;4.25;1
1;2;35;1;27;8;1;3.0;2
1;2;52;1;13;9;2;8.5;3
2;3;51;1;13;5;2;7.5;3
3;3;51;1;13;5;1;3.75;3
2;2;79;1;29;8;2;6.0;0
2;2;21;1;23;7;1;2.5;1
1;1;57;1;17;8;1;3.0;3
2;2;2;5;1;12;1;14.0;4
3;1;73;3;19;11;1;0.8;0
3;3;47;1;17;8;1;3.0;3
1;1;25;1;11;6;1;3.5;1
2;1;15;2;2;12;1;3.75;4
2;3;44;2;14;12;1;3.5;2
1;2;52;1;13;9;1;4.25;3
1;1;67;1;8;8;1;3.75;0
3;1;67;1;8;8;1;3.75;0
2;1;40;1;6;8;2;7.0;2
3;1;42;1;6;10;2;4.4;2
2;1;73;3;19;11;1;0.8;0
1;2;40;1;6;8;2;7.0;2
1;3;58;1;17;7;1;2.5;3
1;1;29;2;14;12;1;3.5;1
2;1;54;1;27;8;2;6.0;3
3;2;42;1;6;10;1;2.2;2
